,D2002,D2003,D2004,D2005,D2006,D2007,D2008,D2009,D2010,D2011,D2012,D2013,D2014,D2015,D2016,D2017,D2018,D2019,D2020,D2021,D2022,D2023,D2024,D2025,D2026,D2027,D2028,D2029,D2030,D2031,age,voted
73741,2,4,1,2,2,9,9,9,1,999,9,9,9,11,999,9,9,9,2,99,2,99,6,9,1200,999,48,2,999,9,66,TRUE
73742,2,4,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,5,99,1,99,1,9,8300,999,48,1,999,9,28,TRUE
73743,2,4,1,2,2,9,9,9,11,999,9,9,9,12,999,9,9,9,4,99,2,99,6,9,1000,999,48,1,999,9,42,FALSE
73744,2,6,3,2,2,9,9,9,8,999,9,9,9,99,999,9,9,9,2,99,0,99,1,9,8300,999,48,1,999,9,58,FALSE
73745,2,4,1,2,2,9,9,9,6,999,9,9,9,12,999,9,9,9,5,99,2,99,5,9,1200,999,48,1,999,9,33,TRUE
73746,2,3,3,2,2,9,9,9,5,999,9,9,9,99,999,9,9,9,2,99,0,99,3,9,1101,999,48,1,999,9,72,FALSE
73747,2,6,1,2,1,9,9,9,1,999,9,9,9,11,999,9,9,9,5,99,2,99,3,9,1101,999,48,5,999,9,53,TRUE
73748,2,3,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,3,99,2,99,3,9,1200,999,48,1,999,9,57,FALSE
73749,2,3,3,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,2,99,1,99,3,9,1101,999,48,1,999,9,73,FALSE
73750,1,3,4,2,2,9,9,9,5,999,9,9,9,99,999,9,9,9,4,99,0,99,1,9,1203,999,48,1,999,9,37,TRUE
73751,2,3,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,5,99,0,99,3,9,1000,999,48,1,999,9,67,TRUE
73752,1,4,1,2,2,9,9,9,1,999,9,9,9,8,999,9,9,9,3,99,0,99,5,9,1101,999,48,1,999,9,37,FALSE
73753,1,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,4,99,2,99,3,9,1203,999,48,1,999,9,58,FALSE
73754,2,4,3,2,2,9,9,9,98,999,9,9,9,99,999,9,9,9,2,99,2,99,8,9,8300,999,48,1,999,9,47,FALSE
73755,2,4,4,2,2,9,9,9,5,999,9,9,9,99,999,9,9,9,1,99,0,99,3,9,1101,999,48,1,999,9,41,FALSE
73756,2,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,3,99,0,99,6,9,1000,999,48,1,999,9,62,TRUE
73757,2,4,2,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,2,99,0,99,3,9,1000,999,48,1,999,9,62,TRUE
73758,1,4,1,2,2,9,9,9,1,999,9,9,9,8,999,9,9,9,4,99,2,99,7,9,9999,999,48,1,999,9,49,TRUE
73759,1,6,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,3,99,0,99,4,9,1200,999,48,1,999,9,59,TRUE
73760,1,3,3,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,2,99,0,99,1,9,8300,999,48,1,999,9,75,FALSE
73761,1,4,2,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,2,99,0,99,6,9,1200,999,48,1,999,9,86,TRUE
73762,1,8,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,2,99,6,9,1203,999,51,1,999,9,53,TRUE
73763,2,4,4,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,4,99,0,99,4,9,1203,999,51,1,999,9,68,TRUE
73764,1,7,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,5,99,0,99,6,9,1209,999,51,2,999,9,67,TRUE
73765,2,4,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,2,99,0,99,5,9,1203,999,51,2,999,9,68,TRUE
73766,2,7,4,2,2,9,9,9,2,999,9,9,9,99,999,9,9,9,2,99,2,99,1,9,8300,999,51,2,999,9,47,TRUE
73767,2,6,4,2,2,9,9,9,2,999,9,9,9,99,999,9,9,9,5,99,0,99,6,9,1203,999,51,2,999,9,32,TRUE
73768,1,4,2,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,4,99,0,99,4,9,1203,999,51,1,999,9,69,TRUE
73769,1,4,1,2,2,9,9,9,5,999,9,9,9,7,999,9,9,9,3,99,0,99,1,9,1200,999,51,1,999,9,82,TRUE
73770,1,6,3,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,1,99,0,99,4,9,1203,999,51,2,999,9,71,TRUE
73771,1,4,1,1,2,9,9,9,7,999,9,9,9,12,999,9,9,9,5,99,0,99,3,9,1200,999,51,1,999,9,69,TRUE
73772,1,4,4,2,1,9,9,9,5,999,9,9,9,99,999,9,9,9,5,99,0,99,1,9,8300,999,53,1,999,9,31,TRUE
73773,1,4,4,1,1,9,9,9,1,999,9,9,9,99,999,9,9,9,5,99,0,99,1,9,1000,999,53,1,999,9,31,TRUE
73774,2,6,3,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,2,99,0,99,4,9,1211,999,53,1,999,9,61,TRUE
73775,2,7,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,9,99,0,99,1,9,8300,999,53,1,999,9,44,TRUE
73776,2,7,4,1,2,9,9,9,1,999,9,9,9,99,999,9,9,9,9,99,0,99,6,9,1210,999,53,2,999,9,56,TRUE
73777,1,7,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,2,99,1,9,8300,999,53,1,999,9,53,TRUE
73778,2,7,1,2,2,9,9,9,2,999,9,9,9,12,999,9,9,9,5,99,2,99,3,9,1200,999,53,1,999,9,55,TRUE
73779,1,4,4,1,2,9,9,9,1,999,9,9,9,99,999,9,9,9,3,99,0,99,1,9,8300,999,53,1,999,9,37,FALSE
73780,2,7,1,2,2,9,9,9,8,999,9,9,9,12,999,9,9,9,4,99,2,99,6,9,1211,999,53,1,999,9,45,TRUE
73781,2,4,2,2,2,9,9,9,11,999,9,9,9,99,999,9,9,9,2,99,0,99,4,9,1203,999,53,1,999,9,84,TRUE
73782,2,4,2,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,1,99,0,99,4,9,1101,999,53,1,999,9,97,TRUE
73783,2,8,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,1,99,0,99,5,9,1209,999,53,1,999,9,67,TRUE
73784,2,4,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,1,99,2,99,4,9,1000,999,53,2,999,9,36,FALSE
73785,2,4,1,1,2,9,9,9,1,999,9,9,9,5,999,9,9,9,2,99,1,99,6,9,1000,999,53,3,999,9,34,FALSE
73786,1,4,1,2,2,9,9,9,9,999,9,9,9,5,999,9,9,9,1,99,1,99,1,9,8300,999,53,1,999,9,52,FALSE
73787,1,6,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,2,99,1,99,4,9,1000,999,53,2,999,9,37,FALSE
73788,1,4,4,2,2,9,9,9,2,999,9,9,9,99,999,9,9,9,1,99,0,99,4,9,1504,999,53,1,999,9,29,FALSE
73789,1,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,1,99,1,99,6,9,1101,999,53,1,999,9,31,FALSE
73790,2,4,3,1,2,9,9,9,1,999,9,9,9,99,999,9,9,9,1,99,0,99,1,9,8300,999,53,1,999,9,65,TRUE
73791,2,8,3,1,2,9,9,9,1,999,9,9,9,99,999,9,9,9,4,99,0,99,6,9,1200,999,53,1,999,9,56,FALSE
73792,2,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,4,99,2,99,1,9,1101,999,53,1,999,9,47,FALSE
73793,1,4,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,3,99,0,99,5,9,1210,999,53,1,999,9,41,TRUE
73794,2,4,1,2,2,9,9,9,5,999,9,9,9,12,999,9,9,9,3,99,0,99,6,9,1210,999,53,3,999,9,29,FALSE
73795,2,4,1,2,2,9,9,9,2,999,9,9,9,12,999,9,9,9,1,99,0,99,3,9,1101,999,53,2,999,9,34,FALSE
73796,2,3,1,2,2,9,9,9,6,999,9,9,9,12,999,9,9,9,2,99,1,99,6,9,1215,999,53,1,999,9,27,FALSE
73797,2,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,3,99,2,99,6,9,1000,999,53,3,999,9,69,TRUE
73798,2,4,1,2,2,9,9,9,2,999,9,9,9,12,999,9,9,9,3,99,2,99,1,9,1101,999,53,1,999,9,39,TRUE
73799,2,4,4,1,2,9,9,9,1,999,9,9,9,99,999,9,9,9,2,99,2,99,6,9,1101,999,53,1,999,9,45,TRUE
73800,1,3,1,2,2,9,9,9,5,999,9,9,9,5,999,9,9,9,1,99,0,99,1,9,1200,999,53,5,999,9,57,FALSE
73801,2,4,1,1,2,9,9,9,7,999,9,9,9,7,999,9,9,9,4,99,0,99,3,9,1203,999,54,1,999,9,70,FALSE
73802,2,6,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,4,99,2,99,1,9,8300,999,54,1,999,9,50,FALSE
73803,2,7,2,2,2,9,9,9,8,999,9,9,9,99,999,9,9,9,4,99,0,99,5,9,1101,999,54,1,999,9,91,TRUE
73804,2,7,2,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,3,99,0,99,1,9,1208,999,54,1,999,9,98,TRUE
73805,2,7,1,2,2,9,9,9,7,999,9,9,9,7,999,9,9,9,3,99,0,99,4,9,1206,999,54,1,999,9,75,TRUE
73806,2,6,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,4,99,0,99,5,9,1206,999,54,1,999,9,59,TRUE
73807,2,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,1,99,0,99,3,9,1101,999,54,1,999,9,38,TRUE
73808,2,4,3,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,1,99,2,99,1,9,8300,999,54,1,999,9,45,FALSE
73809,2,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,1,99,0,99,1,9,1203,999,6,1,999,9,34,FALSE
73810,2,7,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,0,99,4,9,1208,999,6,1,999,9,63,TRUE
73811,1,8,1,2,1,9,9,9,7,999,9,9,9,12,999,9,9,9,5,99,0,99,5,9,9600,999,6,1,999,9,71,TRUE
73812,2,3,4,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,1,99,2,99,3,9,1000,999,6,1,999,9,39,FALSE
73813,1,7,1,2,2,9,9,9,7,999,9,9,9,8,999,9,9,9,2,99,0,99,3,9,1200,999,6,1,999,9,88,TRUE
73814,1,6,1,2,2,9,9,9,2,999,9,9,9,12,999,9,9,9,1,99,0,99,1,9,8300,999,6,1,999,9,71,TRUE
73815,1,6,3,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,1,99,0,99,3,9,1101,999,6,3,999,9,60,TRUE
73816,1,4,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,3,99,0,99,5,9,1101,999,6,3,999,9,68,TRUE
73817,1,3,3,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,2,99,0,99,1,9,8300,999,6,1,999,9,71,FALSE
73818,1,3,1,1,2,9,9,9,7,999,9,9,9,9,999,9,9,9,1,99,0,99,1,9,8300,999,6,1,999,9,72,FALSE
73819,2,3,1,2,2,9,9,9,7,999,9,9,9,7,999,9,9,9,3,99,0,99,5,9,1200,999,6,1,999,9,77,TRUE
73820,1,4,4,2,2,9,9,9,5,999,9,9,9,99,999,9,9,9,2,99,0,99,4,9,1101,999,13,2,999,9,28,FALSE
73821,2,4,1,2,1,9,9,9,9,999,9,9,9,12,999,9,9,9,5,99,0,99,1,9,8300,999,13,1,999,9,56,FALSE
73822,2,4,1,2,2,9,9,9,8,999,9,9,9,12,999,9,9,9,5,99,2,99,6,9,1203,999,13,1,999,9,67,FALSE
73823,1,3,1,2,2,9,9,9,7,999,9,9,9,7,999,9,9,9,1,99,0,99,3,9,1203,999,13,1,999,9,86,TRUE
73824,2,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,4,99,0,99,4,9,1203,999,13,1,999,9,53,TRUE
73825,2,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,4,99,0,99,3,9,1203,999,13,1,999,9,46,TRUE
73826,2,4,1,2,2,9,9,9,1,999,9,9,9,5,999,9,9,9,1,99,2,99,4,9,1203,999,13,2,999,9,36,FALSE
73827,2,4,3,2,2,9,9,9,3,999,9,9,9,99,999,9,9,9,1,99,0,99,4,9,1203,999,13,1,999,9,82,TRUE
73828,2,4,3,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,2,99,0,99,6,9,1203,999,48,1,999,9,77,TRUE
73829,1,4,1,2,2,9,9,9,1,999,9,9,9,6,999,9,9,9,1,99,2,99,4,9,1203,999,48,1,999,9,28,FALSE
73830,1,7,3,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,1,99,0,99,1,9,8300,999,48,1,999,9,87,TRUE
73831,1,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,2,99,1,99,1,9,9998,999,48,1,999,9,33,FALSE
73832,2,4,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,1,99,1,99,4,9,1203,999,48,1,999,9,29,FALSE
73833,2,4,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,4,99,0,99,5,9,1215,999,48,1,999,9,68,FALSE
73834,1,7,2,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,4,99,0,99,4,9,1203,999,48,1,999,9,74,TRUE
73835,2,6,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,3,99,2,99,6,9,1203,999,48,1,999,9,31,TRUE
73836,2,4,1,2,1,9,9,9,9,999,9,9,9,12,999,9,9,9,1,99,0,99,6,9,1101,999,1,2,999,9,49,TRUE
73837,1,7,1,2,2,9,9,9,1,999,9,9,9,8,999,9,9,9,5,99,2,99,4,9,1200,999,4,1,999,9,58,FALSE
73838,2,4,1,2,2,9,9,9,3,999,9,9,9,12,999,9,9,9,1,99,0,99,6,9,1200,999,4,1,999,9,74,TRUE
73839,2,4,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,4,99,0,99,1,9,1101,999,4,1,999,9,65,TRUE
73840,2,7,3,2,2,9,9,9,5,999,9,9,9,99,999,9,9,9,2,99,1,99,4,9,1203,999,5,1,999,9,60,FALSE
73841,2,3,2,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,2,99,0,99,3,9,1203,999,5,1,999,9,85,FALSE
73842,2,4,2,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,1,99,0,99,6,9,1210,999,5,1,999,9,82,TRUE
73843,1,4,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,3,99,1,99,1,9,1101,999,6,6,999,9,28,FALSE
73844,2,4,4,1,2,9,9,9,1,999,9,9,9,99,999,9,9,9,3,99,0,99,4,9,1101,999,6,3,999,9,30,FALSE
73845,2,6,3,2,2,9,9,9,5,999,9,9,9,99,999,9,9,9,1,99,1,99,4,9,1101,999,6,5,999,9,63,TRUE
73846,2,4,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,2,99,2,99,4,9,1101,999,6,3,999,9,28,FALSE
73847,1,4,1,2,2,9,9,9,5,999,9,9,9,12,999,9,9,9,4,99,0,99,4,9,1203,999,6,1,999,9,58,TRUE
73848,2,7,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,5,99,0,99,5,9,1208,999,6,1,999,9,67,TRUE
73850,1,7,1,2,2,9,9,9,1,999,9,9,9,11,999,9,9,9,5,99,1,99,5,9,1101,999,6,1,999,9,60,TRUE
73851,2,8,1,2,2,9,9,9,2,999,9,9,9,12,999,9,9,9,4,99,2,99,3,9,1200,999,6,1,999,9,42,TRUE
73852,1,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,4,99,0,99,1,9,8300,999,6,3,999,9,38,TRUE
73853,1,7,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,0,99,6,9,4000,999,6,4,999,9,50,FALSE
73854,1,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,4,99,0,99,4,9,1215,999,6,1,999,9,56,TRUE
73855,1,7,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,4,99,0,99,1,9,1101,999,6,1,999,9,43,TRUE
73856,2,4,1,2,2,9,9,9,8,999,9,9,9,12,999,9,9,9,4,99,1,99,5,9,1000,999,6,1,999,9,50,TRUE
73857,2,2,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,9,99,2,99,4,9,1000,999,6,1,999,9,28,FALSE
73858,2,4,1,2,1,9,9,9,7,999,9,9,9,12,999,9,9,9,5,99,0,99,1,9,8300,999,6,1,999,9,72,TRUE
73859,2,3,4,2,2,9,9,9,8,999,9,9,9,99,999,9,9,9,2,99,1,99,3,9,1203,999,6,1,999,9,39,TRUE
73860,1,6,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,3,99,2,99,4,9,1101,999,6,3,999,9,49,TRUE
73861,1,3,1,2,2,9,9,9,5,999,9,9,9,12,999,9,9,9,4,99,1,99,6,9,1000,999,6,1,999,9,64,TRUE
73862,2,8,1,2,1,9,9,9,3,999,9,9,9,12,999,9,9,9,3,99,2,99,6,9,1200,999,6,1,999,9,42,TRUE
73863,1,6,4,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,3,99,0,99,1,9,8300,999,6,1,999,9,49,TRUE
73864,1,6,1,2,2,9,9,9,1,999,9,9,9,8,999,9,9,9,4,99,2,99,6,9,1210,999,6,5,999,9,42,TRUE
73865,2,7,1,2,2,9,9,9,2,999,9,9,9,12,999,9,9,9,4,99,2,99,6,9,1101,999,9,1,999,9,54,TRUE
73866,2,3,4,2,2,9,9,9,8,999,9,9,9,99,999,9,9,9,1,99,2,99,1,9,8300,999,10,2,999,9,34,FALSE
73867,2,4,1,1,2,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,2,99,6,9,1210,999,10,2,999,9,53,TRUE
73868,1,4,1,2,2,9,9,9,9,999,9,9,9,12,999,9,9,9,2,99,1,99,1,9,1206,999,10,1,999,9,59,TRUE
73869,1,4,1,2,2,9,9,9,5,999,9,9,9,12,999,9,9,9,9,99,0,99,7,9,1203,999,12,1,999,9,53,TRUE
73870,2,4,4,2,2,9,9,9,5,999,9,9,9,99,999,9,9,9,1,99,2,99,4,9,9600,999,12,2,999,9,38,FALSE
73871,2,4,1,2,2,9,9,9,1,999,9,9,9,9,999,9,9,9,4,99,1,99,3,9,1203,999,12,2,999,9,61,TRUE
73872,2,6,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,2,99,0,99,4,9,1203,999,12,2,999,9,35,TRUE
73874,1,4,1,2,2,9,9,9,7,999,9,9,9,12,999,9,9,9,1,99,0,99,3,9,1101,999,12,1,999,9,89,TRUE
73875,2,7,1,2,2,9,9,9,7,999,9,9,9,7,999,9,9,9,1,99,0,99,1,9,1300,999,12,1,999,9,90,TRUE
73876,1,6,3,2,2,9,9,9,2,999,9,9,9,99,999,9,9,9,3,99,0,99,1,9,1101,999,12,3,999,9,39,FALSE
73877,2,4,1,2,2,9,9,9,11,999,9,9,9,12,999,9,9,9,1,99,2,99,1,9,8300,999,13,1,999,9,30,FALSE
73878,2,4,3,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,2,99,0,99,6,9,1200,999,13,1,999,9,57,TRUE
73879,2,7,1,2,2,9,9,9,8,999,9,9,9,12,999,9,9,9,5,99,2,99,6,9,1203,999,13,1,999,9,38,TRUE
73880,2,4,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,4,99,0,99,6,9,1000,999,17,2,999,9,55,TRUE
73881,2,4,2,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,2,99,0,99,6,9,1203,999,17,2,999,9,89,TRUE
73882,1,4,1,2,2,9,9,9,7,999,9,9,9,7,999,9,9,9,4,99,0,99,6,9,1210,999,17,2,999,9,74,TRUE
73884,2,6,4,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,4,99,0,99,6,9,1203,999,17,2,999,9,68,TRUE
73885,2,4,1,2,2,9,9,9,2,999,9,9,9,5,999,9,9,9,2,99,0,99,5,9,1000,999,17,2,999,9,54,TRUE
73886,2,4,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,3,99,1,99,4,9,1203,999,17,2,999,9,50,TRUE
73887,2,4,1,2,2,9,9,9,2,999,9,9,9,12,999,9,9,9,9,99,0,99,4,9,9600,999,17,2,999,9,50,TRUE
73888,1,7,1,1,2,9,9,9,1,999,9,9,9,12,999,9,9,9,1,99,0,99,3,9,1200,999,17,2,999,9,46,TRUE
73889,1,4,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,1,99,0,99,3,9,1000,999,17,2,999,9,29,FALSE
73890,2,4,1,2,1,9,9,9,2,999,9,9,9,12,999,9,9,9,4,99,1,99,6,9,1101,999,17,1,999,9,36,FALSE
73892,2,4,1,2,2,9,9,9,3,999,9,9,9,12,999,9,9,9,5,99,2,99,3,9,1000,999,18,1,999,9,51,FALSE
73893,1,4,4,2,2,9,9,9,2,999,9,9,9,99,999,9,9,9,1,99,0,99,4,9,1101,999,22,1,999,9,30,FALSE
73894,1,8,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,2,99,0,99,1,9,8300,999,22,1,999,9,41,TRUE
73895,2,4,1,2,2,9,9,9,2,999,9,9,9,12,999,9,9,9,5,99,2,99,6,9,1101,999,24,1,999,9,57,TRUE
73896,1,6,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,4,99,1,99,1,9,1101,999,24,1,999,9,42,FALSE
73897,1,8,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,4,99,0,99,1,9,1209,999,24,1,999,9,58,TRUE
73898,1,7,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,1,99,1,9,8300,999,24,1,999,9,53,TRUE
73899,1,7,1,2,2,9,9,9,7,999,9,9,9,7,999,9,9,9,5,99,0,99,5,9,1209,999,24,1,999,9,85,TRUE
73900,1,7,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,2,99,1,9,9600,999,24,1,999,9,48,TRUE
73901,2,4,4,2,1,9,9,9,6,999,9,9,9,99,999,9,9,9,9,99,0,99,6,9,1101,999,25,1,999,9,27,FALSE
73902,1,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,0,99,1,9,8300,999,25,1,999,9,35,TRUE
73903,1,4,1,2,2,9,9,9,1,999,9,9,9,8,999,9,9,9,3,99,0,99,3,9,1200,999,26,1,999,9,62,TRUE
73904,1,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,9,99,0,99,3,9,1000,999,34,1,999,9,62,TRUE
73905,2,6,3,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,1,99,0,99,6,9,1101,999,35,1,999,9,75,TRUE
73906,2,6,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,2,99,2,99,4,9,1101,999,35,1,999,9,36,TRUE
73907,1,4,4,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,2,99,1,99,6,9,1504,999,35,1,999,9,45,FALSE
73908,2,3,4,2,2,9,9,9,8,999,9,9,9,99,999,9,9,9,1,99,0,99,5,9,1101,999,35,1,999,9,32,TRUE
73909,2,4,1,2,2,9,9,9,11,999,9,9,9,9,999,9,9,9,1,99,0,99,1,9,8300,999,35,1,999,9,70,FALSE
73910,1,1,1,2,2,9,9,9,7,999,9,9,9,5,999,9,9,9,1,99,2,99,1,9,1209,999,36,1,999,9,75,FALSE
73911,1,1,1,2,2,9,9,9,5,999,9,9,9,12,999,9,9,9,2,99,0,99,5,9,1210,999,36,2,999,9,76,TRUE
73912,2,8,1,1,1,9,9,9,1,999,9,9,9,5,999,9,9,9,5,99,2,99,4,9,1203,999,36,2,999,9,59,TRUE
73913,2,7,2,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,5,99,0,99,5,9,1208,999,37,1,999,9,90,TRUE
73914,1,8,3,2,2,9,9,9,5,999,9,9,9,99,999,9,9,9,3,99,0,99,1,9,1209,999,37,1,999,9,48,FALSE
73915,2,7,4,2,2,9,9,9,5,999,9,9,9,99,999,9,9,9,5,99,0,99,4,9,1101,999,39,1,999,9,32,TRUE
73916,1,1,1,2,2,9,9,9,1,999,9,9,9,8,999,9,9,9,4,99,0,99,1,9,1101,999,40,1,999,9,64,FALSE
73917,2,3,2,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,1,99,0,99,3,9,1203,999,42,2,999,9,84,TRUE
73918,2,6,4,2,2,9,9,9,5,999,9,9,9,99,999,9,9,9,1,99,2,99,3,9,1201,999,42,2,999,9,53,TRUE
73919,2,4,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,2,99,2,99,1,9,8300,999,42,1,999,9,50,TRUE
73920,2,4,4,1,2,9,9,9,1,999,9,9,9,99,999,9,9,9,3,99,0,99,5,9,1215,999,42,1,999,9,67,TRUE
73921,2,8,1,2,2,9,9,9,2,999,9,9,9,12,999,9,9,9,5,99,1,99,1,9,1101,999,42,1,999,9,52,TRUE
73922,1,8,1,2,1,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,0,99,6,9,1208,999,42,1,999,9,71,TRUE
73923,2,8,1,2,1,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,0,99,3,9,1101,999,42,1,999,9,67,TRUE
73924,2,4,1,2,1,9,9,9,7,999,9,9,9,7,999,9,9,9,3,99,0,99,1,9,8300,999,42,1,999,9,81,TRUE
73925,2,4,2,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,2,99,0,99,1,9,8300,999,42,1,999,9,99,FALSE
73926,2,4,1,2,2,9,9,9,9,999,9,9,9,12,999,9,9,9,2,99,0,99,4,9,1203,999,45,1,999,9,57,TRUE
73927,1,3,4,1,2,9,9,9,7,999,9,9,9,99,999,9,9,9,4,99,0,99,6,9,1101,999,45,1,999,9,78,TRUE
73928,1,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,3,99,1,99,6,9,1000,999,48,1,999,9,33,FALSE
73929,2,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,0,99,6,9,1203,999,48,1,999,9,58,TRUE
73930,2,6,1,2,2,9,9,9,6,999,9,9,9,12,999,9,9,9,5,99,2,99,6,9,1200,999,48,1,999,9,30,FALSE
73931,1,4,1,1,2,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,2,99,6,9,1502,999,49,1,999,9,55,FALSE
73932,2,8,1,2,2,9,9,9,2,999,9,9,9,12,999,9,9,9,2,99,0,99,5,9,1215,999,49,1,999,9,66,FALSE
73933,1,4,3,1,2,9,9,9,1,999,9,9,9,99,999,9,9,9,5,99,1,99,1,9,8300,999,49,1,999,9,42,FALSE
73934,1,3,1,2,2,9,9,9,2,999,9,9,9,8,999,9,9,9,2,99,0,99,4,9,1203,999,51,5,999,9,88,FALSE
73935,1,4,1,2,2,9,9,9,7,999,9,9,9,9,999,9,9,9,5,99,0,99,1,9,1208,999,53,1,999,9,81,TRUE
73936,1,4,4,2,2,9,9,9,3,999,9,9,9,99,999,9,9,9,9,99,0,99,1,9,1101,999,53,1,999,9,61,TRUE
73937,1,4,1,1,1,9,9,9,1,999,9,9,9,12,999,9,9,9,3,99,0,99,1,9,8300,999,53,1,999,9,38,TRUE
73938,1,7,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,4,99,0,99,1,9,1101,999,55,1,999,9,40,TRUE
73939,2,6,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,0,99,3,9,1212,999,55,1,999,9,52,TRUE
